Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRI49,OUT013,1393.1017853906221
DRI49,OUT027,2226.212088046913
DRI51,OUT013,2738.374083568618
DRI51,OUT049,2851.2240866396605
DRI51,OUT046,2838.278271922839
DRI59,OUT049,3734.0651784977276
DRI59,OUT018,3480.9171907823015
DRI59,OUT045,3782.852392879125
DRI59,OUT035,3838.356244114471
DRI59,OUT013,3687.3598657160105
DRI59,OUT046,3757.4268364755408
DRJ01,OUT013,2492.651114548529
DRJ01,OUT017,2523.671108421037
DRJ01,OUT049,2536.7533337236023
DRJ11,OUT046,3144.2307440202335
DRJ11,OUT027,5637.736623746286
DRJ13,OUT046,2590.5249818131265
DRJ13,OUT049,2575.558834015771
DRJ13,OUT027,4223.021550706715
DRJ23,OUT018,2944.1648242122756
DRJ23,OUT046,3041.0647380483897
DRJ23,OUT035,3033.4421935959085
DRJ23,OUT049,3054.6929395437783
DRJ24,OUT046,3145.5945162434627
DRJ24,OUT027,5144.984085919965
DRJ25,OUT013,822.3772207725467
DRJ25,OUT035,760.3319251644143
DRJ25,OUT046,787.4186828415208
DRJ25,OUT010,131.10667577614404
DRJ25,OUT027,1085.7536747870136
DRJ35,OUT035,993.3174281649102
DRJ35,OUT049,985.9319790115513
DRJ35,OUT018,942.5310101372263
DRJ35,OUT045,989.7116054829526
DRJ35,OUT027,1386.580969426579
DRJ37,OUT013,2419.2794214830706
DRJ37,OUT035,2494.511317580411
DRJ37,OUT045,2486.3158206911803
DRJ37,OUT049,2464.6515768442387
DRJ37,OUT018,2386.0918339231725
DRJ39,OUT017,3712.525128438206
DRJ39,OUT049,3688.004230744745
DRJ39,OUT010,571.5444243505924
DRJ47,OUT017,2812.336934197164
DRJ47,OUT045,2805.503589849011
DRJ47,OUT035,2827.7907124535723
DRJ47,OUT010,417.48177595216725
DRJ47,OUT049,2824.450055257278
DRJ47,OUT019,417.68901077958895
DRJ49,OUT046,2098.402533400033
DRJ49,OUT049,2081.6880786362617
DRJ49,OUT027,2986.308500129272
DRJ51,OUT018,3477.1224827406077
DRJ51,OUT046,3723.621693376014
DRJ51,OUT019,571.1565520786188
DRJ51,OUT027,5846.65461926783
DRJ59,OUT018,590.2564002554643
DRJ59,OUT035,616.3882696505658
DRJ59,OUT017,612.3662198644978
DRK01,OUT046,1538.4404425514074
DRK01,OUT013,1538.7946137997292
DRK01,OUT027,2835.1367923842213
DRK01,OUT019,238.0703996566468
DRK11,OUT017,2464.232890693223
DRK11,OUT027,4053.709541457955
DRK12,OUT046,634.2674206964672
DRK13,OUT010,546.4252608765411
DRK13,OUT045,3083.769807240514
DRK13,OUT035,3100.235044106439
DRK13,OUT019,512.923432288224
DRK23,OUT045,4115.533732222764
DRK23,OUT035,4136.6558119834235
DRK23,OUT046,4111.554266655589
DRK23,OUT019,570.0295998905473
DRK35,OUT018,590.2280587401727
DRK35,OUT013,698.7933282416947
DRK37,OUT013,3089.660241867985
DRK37,OUT018,3035.296491672642
DRK37,OUT017,3124.1275402733586
DRK37,OUT035,3130.026653580954
DRK37,OUT049,3153.7324983595627
DRK39,OUT045,1332.335912693669
DRK39,OUT018,1333.6127841971895
DRK39,OUT010,187.4775206068658
DRK39,OUT035,1329.6420736641903
DRK47,OUT017,3835.7810123043937
DRK47,OUT010,570.3982627740514
DRK47,OUT035,3868.4901694960404
DRK47,OUT027,5846.65461926783
DRK49,OUT018,612.6247389246521
DRK49,OUT010,131.10667577614404
DRK49,OUT045,630.0158140734029
DRK59,OUT013,3714.9459845530378
DRK59,OUT049,3771.5382304706272
DRK59,OUT046,3756.9841261256065
DRK59,OUT019,570.4174721625208
DRL01,OUT046,3841.8522018834065
DRL01,OUT045,3825.391673456773
DRL01,OUT018,3515.5733175712626
DRL11,OUT013,2467.9348150633496
DRL11,OUT010,379.23868245340805
DRL11,OUT017,2536.1594675222264
DRL11,OUT046,2546.6972903396263
DRL23,OUT018,1626.3729992870233
DRL23,OUT046,1646.4580556385251
DRL23,OUT017,1647.906004990513
DRL23,OUT027,2887.0643726203066
DRL23,OUT019,248.64357419495732
DRL35,OUT018,618.3070914388444
DRL35,OUT046,665.056433053395
DRL37,OUT010,131.10667577614404
DRL37,OUT046,664.2437718256401
DRL47,OUT017,2023.5410830633068
DRL47,OUT018,1983.113761469625
DRL47,OUT013,2043.4926693748585
DRL47,OUT019,277.79734199673925
DRL49,OUT013,2204.0670203768673
DRL49,OUT018,2397.4199683473844
DRL49,OUT019,282.9865926375928
DRL49,OUT027,3124.764437775056
DRL59,OUT013,854.5621730543227
DRL59,OUT046,910.7522636966797
DRL59,OUT017,786.9614671171365
DRL59,OUT018,797.1510501677704
DRL59,OUT049,904.9413869721462
DRL59,OUT045,845.7625354918987
DRL59,OUT027,1223.365473007411
DRL60,OUT013,2414.0324715411707
DRL60,OUT017,2463.9867677959355
DRL60,OUT027,4076.6248668884214
DRM11,OUT035,4236.160322810141
DRM11,OUT045,4217.757777743222
DRM11,OUT017,4186.499555116682
DRM11,OUT049,4181.022070679951
DRM11,OUT010,570.253785847214
DRM11,OUT027,5848.6320218678475
DRM11,OUT019,570.0295998905473
DRM23,OUT046,2834.574768814791
DRM23,OUT045,2757.112408473568
DRM35,OUT046,2988.0134751010787
DRM35,OUT049,2998.643471954132
DRM35,OUT018,2800.770563800249
DRM35,OUT013,2867.4954660867543
DRM37,OUT045,3089.0753897707305
DRM37,OUT049,3104.1052177030656
DRM37,OUT046,3112.300114223064
DRM47,OUT013,3088.1814816418746
DRM47,OUT049,3140.556410931978
DRM47,OUT017,3111.6123498454967
DRM48,OUT017,591.6902102058746
DRM48,OUT035,596.0491164257973
DRM48,OUT010,131.10667577614404
DRM48,OUT013,680.5728728353299
DRM48,OUT018,604.6724463744144
DRM49,OUT018,717.7274322339445
DRM49,OUT046,687.888039313039
DRM49,OUT027,1083.7156934872742
DRM59,OUT035,2496.08883095214
DRM59,OUT046,2474.7795075819636
DRN11,OUT013,2107.0365146455906
DRN11,OUT035,2486.3978236661546
DRN11,OUT027,4037.0350299141865
DRN35,OUT017,592.4745299183378
DRN35,OUT045,606.4036664645475
DRN35,OUT027,1003.1156508638416
DRN36,OUT049,1543.9407125711286
DRN36,OUT017,1518.1359751865803
DRN36,OUT013,1549.3944618565272
DRN36,OUT018,1475.2308048205325
DRN37,OUT046,2679.3393865586795
DRN37,OUT045,2575.4679792113307
DRN37,OUT019,383.8878721260878
DRN37,OUT027,4252.56736746783
DRN47,OUT019,445.28337997723736
DRN59,OUT035,756.2446335175358
DRN59,OUT013,813.9335724772657
DRN59,OUT046,778.5602426197585
DRN59,OUT018,763.0466205169589
DRO35,OUT018,1885.5402773349879
DRO35,OUT035,1927.5496670078917
DRO35,OUT013,1943.8934674346447
DRO35,OUT010,269.6140076794078
DRO35,OUT027,2939.0908104884306
DRO47,OUT013,1735.1119947360485
DRO47,OUT045,1747.5263357780793
DRO47,OUT027,2928.3019464188606
DRO59,OUT035,1176.6856790664003
DRO59,OUT046,1314.099854236072
DRO59,OUT013,1278.1699275647456
DRO59,OUT018,1170.1485633736636
DRO59,OUT027,2006.2697881172141
DRP35,OUT017,2008.8623011462685
DRP47,OUT035,4129.594103354989
DRP47,OUT010,571.1565520786188
DRP47,OUT018,3765.412091780182
DRP47,OUT045,4025.282219231391
DRP47,OUT019,571.1565520786188
DRP47,OUT027,5848.6320218678475
DRQ35,OUT046,2045.4794324238997
DRQ35,OUT019,281.9734516065858
DRY23,OUT018,615.052717629113
DRY23,OUT013,707.624153809202
DRY23,OUT045,636.9802956302003
DRZ11,OUT035,1989.470520944538
DRZ11,OUT046,2039.6393542888418
DRZ24,OUT013,1935.2796786154313
DRZ24,OUT018,1983.8756404923902
DRZ24,OUT010,273.28914097641797
DRZ24,OUT035,1984.4907250084714
DRZ24,OUT019,279.163948146537
FDA01,OUT013,1019.7111616365498
FDA01,OUT049,955.8913499139303
FDA02,OUT035,2519.8495115125643
FDA02,OUT017,2514.792069465529
FDA02,OUT010,362.53534207007107
FDA03,OUT018,2426.53291461496
FDA03,OUT017,2510.6876928781976
FDA03,OUT045,2525.8087254162897
FDA07,OUT046,2055.4872736926372
FDA07,OUT017,2003.4008020166857
FDA07,OUT019,279.8701433575525
FDA08,OUT049,2575.105437340333
FDA08,OUT018,2491.404227462898
FDA08,OUT035,2642.0257528288216
FDA09,OUT013,2997.355322080783
FDA09,OUT010,428.932509501935
FDA09,OUT046,3065.0283111551557
FDA09,OUT027,4826.216526513711
FDA10,OUT046,2048.928633675121
FDA10,OUT013,2018.9343465957747
FDA11,OUT049,1508.9900512660058
FDA11,OUT013,1516.8937445562524
FDA11,OUT019,238.27284326577535
FDA13,OUT010,131.10667577614404
FDA13,OUT046,650.9170760032314
FDA14,OUT013,2458.913629397211
FDA14,OUT045,2522.7060275507106
FDA14,OUT017,2507.5849950126185
FDA14,OUT018,2425.8215540823967
FDA14,OUT035,2534.494679068633
FDA14,OUT027,4049.342360802141
FDA15,OUT046,4099.837792511861
FDA16,OUT049,3673.402005760806
FDA16,OUT045,3786.7419912512582
FDA16,OUT013,3653.7432750908647
FDA16,OUT017,3754.60438153291
FDA19,OUT018,1965.8507476132875
FDA19,OUT017,2006.4675004416545
FDA19,OUT035,1999.7116675659306
FDA19,OUT027,2986.586708310474
FDA20,OUT045,3119.8337338007696
FDA20,OUT046,3152.9613277555572
FDA21,OUT017,3113.1525245572993
FDA21,OUT027,5145.697695992247
FDA22,OUT017,2553.5768112409337
FDA22,OUT010,383.8878721260878
FDA22,OUT045,2716.366395626441
FDA22,OUT018,2582.9519060545817
FDA22,OUT013,2657.270315074921
FDA22,OUT049,2616.7535997316563
FDA23,OUT018,1619.12018641689
FDA23,OUT045,1626.3054297043889
FDA23,OUT010,243.12640311971344
FDA25,OUT013,1643.9110696623331
FDA25,OUT049,1641.730227966145
FDA25,OUT027,2851.3706567132986
FDA25,OUT019,246.99028787965435
FDA26,OUT017,3748.737289686124
FDA26,OUT010,571.5417278506081
FDA26,OUT045,3683.246346387048
FDA26,OUT049,3665.7110244611554
FDA27,OUT013,4065.2644843388007
FDA27,OUT035,4106.052486770065
FDA27,OUT027,5849.665404313493
FDA27,OUT019,573.0565523106532
FDA28,OUT045,2015.471287009889
FDA28,OUT013,2070.6779729363907
FDA28,OUT049,2054.3647815631625
FDA28,OUT019,277.7491169893025
FDA31,OUT013,2834.961982059815
FDA31,OUT010,416.95803744877617
FDA31,OUT049,2865.322517845621
FDA31,OUT046,2851.4680255571566
FDA31,OUT027,4408.400305526513
FDA32,OUT013,3583.1060691017815
FDA32,OUT035,3716.7054421642556
FDA32,OUT027,5847.688001713475
FDA33,OUT013,2408.852760312772
FDA33,OUT018,2373.5838694401646
FDA33,OUT027,4053.709541457955
FDA34,OUT045,2873.744810252555
FDA34,OUT046,2879.2877890544546
FDA34,OUT035,2896.0319328571168
FDA35,OUT018,1963.1657590398856
FDA35,OUT045,1998.9874252058767
FDA35,OUT013,2020.0012052392995
FDA35,OUT035,2007.2241963485951
FDA36,OUT017,3122.4604947508046
FDA36,OUT018,3036.056884616029
FDA36,OUT046,3149.469393493046
FDA36,OUT049,3159.198831831671
FDA36,OUT035,3136.8118314203484
FDA37,OUT045,1989.0638862452627
FDA37,OUT049,2033.5211857557658
FDA37,OUT017,1994.9019202533448
FDA37,OUT013,2012.1654858723382
FDA37,OUT019,282.1396832684801
FDA37,OUT027,2978.355692424521
FDA38,OUT045,3974.59286950623
FDA38,OUT010,570.4174721625208
FDA38,OUT046,3932.212694147708
FDA38,OUT035,3995.150544517416
FDA38,OUT017,3935.95861025113
FDA38,OUT027,5849.665404313493
FDA39,OUT045,623.330738596943
FDA39,OUT019,131.10667577614404
FDA40,OUT045,1372.4626151259477
FDA40,OUT010,202.42989303134098
FDA40,OUT018,1370.6653700181823
FDA40,OUT027,2507.431037397739
FDA43,OUT035,3116.228805779642
FDA43,OUT046,3112.3313838669537
FDA43,OUT045,3084.4061634458053
FDA43,OUT049,3123.9252333680065
FDA43,OUT019,504.00691596518635
FDA44,OUT046,960.3438372384787
FDA45,OUT049,2843.7473978147345
FDA45,OUT017,2842.3118908469296
FDA45,OUT046,2807.868524390868
FDA46,OUT010,504.5487612884075
FDA46,OUT046,3133.703489307347
FDA46,OUT018,3005.358552831696
FDA47,OUT035,2590.400378272812
FDA47,OUT049,2565.2687250508884
FDA47,OUT019,380.44304123604934
FDA48,OUT018,3400.727544882884
FDA48,OUT049,3618.9200040942033
FDA48,OUT035,3710.1520575858426
FDA48,OUT013,3591.724277858332
FDA48,OUT017,3702.91757336056
FDA48,OUT027,5846.65461926783
FDA49,OUT018,1350.425503581673
FDA49,OUT045,1359.0321587801654
FDA49,OUT013,1415.2729620009113
FDA49,OUT017,1353.7692082547624
FDA50,OUT045,1501.0927003318275
FDA50,OUT018,1493.9168581603078
FDA51,OUT045,1888.4378372709648
FDA51,OUT017,1890.9304849213556
FDA51,OUT049,1936.311138730802
FDA51,OUT018,1850.1956697077444
FDA51,OUT035,1890.8768032986509
FDA52,OUT046,2867.103267570869
FDA52,OUT010,428.932509501935
FDA52,OUT018,2788.3278889952185
FDA52,OUT017,2845.6824183843814
FDA52,OUT019,427.60926099703175
FDA55,OUT035,3834.3136849737616
FDA55,OUT017,3828.4564160221435
FDA55,OUT046,3765.0718196301273
FDA55,OUT045,3790.3796869620464
FDA55,OUT049,3731.477192438245
FDA56,OUT018,1992.244024291097
FDA56,OUT017,2032.0737422452603
FDA56,OUT010,273.4915845855465
FDA56,OUT035,2027.4957380190076
FDA57,OUT018,609.2006491785215
FDA57,OUT049,649.9733741171306
FDA57,OUT046,658.5662724822007
FDA57,OUT035,617.3115843335269
FDA57,OUT017,609.5514798650728
FDA58,OUT017,3806.144856326404
FDA58,OUT045,3818.4482161257106
FDA58,OUT018,3598.475966339709
FDA58,OUT049,3689.6903013589235
FDA58,OUT027,5848.6320218678475
FDB02,OUT017,2898.9896636185167
FDB02,OUT049,2889.607028217302
FDB02,OUT046,2877.494767615787
FDB03,OUT010,572.6686800386797
FDB03,OUT045,3876.0059320879186
FDB03,OUT017,3850.4287096468597
FDB03,OUT019,572.6686800386797
FDB03,OUT027,5848.6320218678475
FDB04,OUT010,200.8310982518211
FDB04,OUT018,1354.0528737010295
FDB04,OUT049,1359.89006307214
FDB05,OUT017,4008.7697714412047
FDB05,OUT035,4058.147153460109
FDB05,OUT018,3751.2655943966774
FDB05,OUT045,3900.088542244179
FDB05,OUT013,3861.3748852719523
FDB08,OUT013,2513.4457906482853
FDB08,OUT045,2569.699459875543
FDB08,OUT019,379.35419918772715
FDB09,OUT013,2021.2890098087453
FDB09,OUT045,2010.0581963091965
FDB09,OUT010,271.8654284751435
FDB09,OUT027,2978.355692424521
FDB10,OUT010,570.0295998905473
FDB10,OUT046,3872.653185085916
FDB10,OUT035,3933.131589567957
FDB10,OUT017,3907.076846452461
FDB10,OUT013,3844.864020952913
FDB10,OUT027,5848.6320218678475
FDB11,OUT046,3745.020038810215
FDB11,OUT010,571.27066579273
FDB11,OUT018,3464.799376774101
FDB11,OUT027,5846.65461926783
FDB12,OUT045,1647.7501655032888
FDB12,OUT017,1648.8858291080508
FDB12,OUT027,2850.7888258961048
FDB14,OUT017,1452.4425554396273
FDB14,OUT049,1444.8954790356345
FDB14,OUT013,1424.4191923904891
FDB15,OUT045,4127.269328514415
FDB15,OUT027,5848.6320218678475
FDB16,OUT018,1358.3135543630501
FDB16,OUT017,1368.0875798058603
FDB16,OUT027,2508.554058155676
FDB17,OUT018,2926.7272481207597
FDB17,OUT035,2992.920020921622
FDB20,OUT018,1289.8849141010203
FDB20,OUT010,155.01626976647503
FDB20,OUT046,1254.4094326732225
FDB20,OUT019,163.03147713519954
FDB20,OUT027,2022.1483734953022
FDB21,OUT049,3811.5857087891904
FDB21,OUT013,3808.4571437163086
FDB21,OUT046,3831.8917003547103
FDB21,OUT019,570.0295998905473
FDB22,OUT018,2382.7942668928936
FDB22,OUT013,2419.0567284260965
FDB22,OUT017,2467.5052107874967
FDB22,OUT046,2469.891329813382
FDB23,OUT046,3770.3755286710507
FDB23,OUT035,3867.3050642073104
FDB23,OUT010,573.0565523106532
FDB23,OUT049,3737.3365280326298
FDB26,OUT018,788.8747905744174
FDB26,OUT013,1005.6625869174978
FDB26,OUT049,872.0945945735401
FDB27,OUT018,3014.511519468439
FDB27,OUT017,3104.9156574655244
FDB27,OUT013,3081.484789261902
